nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
745434;VIES;090004057;BRASOFTWARE INFORMATICA LTDA;02/12/2025;DCN852349903;OC0056378;CS0000925;Ativo;31/03/2050;VIESAD;24843;24843,13;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
59;OUROS;070091195;MR CONSTRUCAO LTDA;02/12/2025;DCSR00070203;OC0055767;CS0001033;Ativo;11/12/2027;COFAB;1;6700;10 DIAS;MANUFATURA CO;TERCEIROS ;INDUSTRIAL CO;C
1819;VIES;070076409;UNIT SERVIOS ESP.SEGURANA LTDA;02/12/2025;DCSR00170110;OC0044104;CS0000740;Ativo;31/01/2027;VIESAD;18900;18900;15 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;B
3185;VIES;070076264;LAYER UP EDITORIAL LTDA;02/12/2025;DCSR00230100;OC0056415;CS0001014;Ativo;30/06/2027;VIESCN;12367,55;12367,55;30 DIAS;MARKETING;SERVIÇOS PRESTADOS;COMERCIAL;C
3842;VIES;070065603;TECMES E SERVICOS PRO INF LTDA;02/12/2025;DCSR00010701;OC0056398;CS0000687;Ativo;31/03/2050;VIESFB;476,36;476,36;30 DIAS;ENGENHARIA PRODUTO;SERVIÇOS PRESTADOS;ENGENHARIA  PRODUTO;B
7205;VIES;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/12/2025;DCSR99999908;OC0056362;CS0000829;Ativo;29/05/2027;VIESAD;198518,11;198518,11;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
1827;OUROS;090099910;GARCIA MONACO CONS E PLAN LTDA;02/12/2025;DCSR00070109;OC0055886;CS0000900;Ativo;31/01/2027;COFAB;2255;2255;30 DIAS;QSMA;SERVIÇOS JURIDICOS;INDUSTRIAL CO;B
49;VIESADM;070002798;WAGNER ODRI - ADVOGADOS;02/12/2025;DCSR00171402;OC0056376;CS0000962;Ativo;31/03/2050;DDAADM;39330;39330;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;C
492;SRS;070091366;TURBONET;02/12/2025;DCSR99999905;OC0056404;CS0001052;Ativo;31/03/2027;SRSADM;1;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
17335;SRS;070092016;DATAMARK-LTDA;02/12/2025;DCSR00010516;OC0048718;CS0001092;Ativo;31/03/2039;SRSADM;1;6240;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
255;SRS;070092047;EDUARDO SODRE ALVES DA SILVA;02/12/2025;DCSR00140102;OC0055951;CS0001098;Ativo;10/06/2027;SRSFAB;1;2300;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
42584;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;02/12/2025;DCSR00070901;OC0056340;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
42585;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;02/12/2025;DCSR00070901;OC0056349;CS0000894;Ativo;30/03/2027;SRSFAB;1568,7;1568,7;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
42586;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;02/12/2025;DCSR00070901;OC0056347;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
7209;SRS;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/12/2025;DCSR99999908;OC0056363;CS0001039;Ativo;31/01/2027;SRSADM;508195,8;508195,8;15 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
42591;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;02/12/2025;DCSR00070901;OC0056348;CS0000894;Ativo;30/03/2027;SRSFAB;1181,25;1181,25;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
202526043;SRS;070075837;GS CONTROLE V. P. URBANAS LTDA;02/12/2025;DCSR00071001;OC0055663;CS0000702;Ativo;31/03/2050;SRSFAB;1;4664,04;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
724001842;SRS;070000621;CIA DE SANEAMENTO MG COPASA MG;02/12/2025;DCN220110000;OC0056313;CS0000878;Ativo;31/03/2050;SRSFAB;22760;22760,1;30 DIAS;MANUFATURA SRS;ÁGUA E ESGOTO;INDUSTRIAL SRS;B
2305;SRS;070091805;SERVIG SERVICOS LTDA;02/12/2025;DCSR00170526;OC0055985;CS0001084;Ativo;23/11/2026;SRSFAB;67259,55;67259,55;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
42587;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;02/12/2025;DCSR00070901;OC0056341;CS0000894;Ativo;30/03/2027;SRSFAB;1563,98;1563,98;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
7314;VIES;070091935;ATT CORREIA LTDA;01/12/2025;DCSR00070916;OC0054895;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
114266;VIES;090010054;VERZANI E SANDRINI LTDA;01/12/2025;DCSR00110203;OC0055662;CS0001046;Ativo;16/04/2027;VIESAD;63721,97;-63721,97;45 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
2973;VIES;070001474;NASCIMENTO & ROCHA LOGISTICA E TRAN;01/12/2025;DCSR00260102;OC0056073;CS0000957;Ativo;31/03/2050;VIESAD;1290;1290;15 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;C
89318;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;01/12/2025;MG1020035006;OC0055703;CS0000877;Ativo;22/02/2026;COFAB;20917,25;20917,25;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
3884;SRS;070090163;SERMOV COMÉRCIO E LOCAÇÃO DE EMPILH;01/12/2025;DCSR99999918;OC0055033;CS0001015;Concluído;30/09/2026;SRSFAB;1;3300;21 DIAS;MANUFATURA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;
2892875;VIES;070076285;RD GESTAO E SISTEMAS S.A.;01/12/2025;DCSR00010507;OC0055961;CS0000755;Ativo;31/03/2050;VIESAD;16140;16140;30 DIAS;MARKETING;SERVIÇOS PRESTADOS;COMERCIAL;B
26890;VIES;070091672;ADVANCED INFORMATICA LTDA;01/12/2025;DCSR00010608;OC0055586;CS0001067;Concluído;15/10/2025;VIESAD;653,08;-653,08;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
2025222;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;01/12/2025;DCSR00141305;OC0055707;CS0000868;Ativo;15/10/2026;COFAB;1;12340,5;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
5124;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;01/12/2025;DCN271110002;OC0056145;CS0000877;Ativo;22/02/2026;COFAB;2;373,08;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
460;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;28/11/2025;DCN271110002;OC0056233;CS0000866;Ativo;11/07/2026;SRSFAB;599;599,25;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
114266;VIES;090010054;VERZANI E SANDRINI LTDA;28/11/2025;DCSR00110203;OC0055662;CS0001046;Ativo;16/04/2027;VIESAD;63721,97;63721,97;45 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
106524;VIES;070091785;GC LOCACAO DE EQUIPAMENTOS LTDA.;28/11/2025;DCSR99999902;OC0052323;CS0001078;Ativo;28/08/2028;VIESFB;1;1515;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN392410001;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;1;15,3;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
10784;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;27/11/2025;DCSR99999918;OC0055949;CS0001049;Ativo;30/07/2026;VIESFB;1;3090,55;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
10786;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;27/11/2025;DCSR99999918;OC0055949;CS0001049;Ativo;30/07/2026;VIESFB;1;3650;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN210690914;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;14;186,06;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN220110002;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;174;636,84;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN170199001;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;100;10;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN200980001;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;2;22,5;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
7;SRS;070091790;DTECH SOLUTIONS;27/11/2025;DCSR99999901;OC0050281;CS0001094;Ativo;20/06/2026;SRSFAB;1;7933;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;SUPPLY;C
430435;SRS;090006591;TELEMAR NORTE LESTE S/A;27/11/2025;DCN999999996;OC0055958;CS0000993;Concluído;31/07/2023;VIESAD;235;235,21;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN210690901;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;2296;35794,64;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN200980001;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;2296;2296;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79163;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;27/11/2025;DCN190520903;OC0055770;CS0001093;Ativo;01/07/2026;VIESAD;117;569,79;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
89317;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;26/11/2025;DCN271110002;OC0055979;CS0000866;Ativo;11/07/2026;SRSFAB;521;521,37;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
5132;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;26/11/2025;DCN271110002;OC0055980;CS0000866;Ativo;11/07/2026;SRSFAB;1306;1305,78;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
428;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;26/11/2025;DCN271110002;OC0055976;CS0000866;Ativo;11/07/2026;SRSFAB;995;995,2;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
4979;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;26/11/2025;DCN271110002;OC0055975;CS0000866;Ativo;11/07/2026;SRSFAB;933;932,7;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
131;SRS;090004731;RN EXTINTORES LTDA.;26/11/2025;DCSR00140103;OC0055974;CS0000897;Ativo;31/03/2050;SRSFAB;1;2320;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
848;SRS;070091926;PHOBRAS CONSTRUCAO E SERVICOS DE EN;26/11/2025;DCSR00071203;OC0055971;CS0001095;Ativo;30/05/2027;SRSFAB;1941;1941;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
4335;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;26/11/2025;DCN271110002;OC0055978;CS0000866;Ativo;11/07/2026;SRSFAB;1865;1865,4;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
13382;VIES;070091634;BRADESCO SAUDE S/A;25/11/2025;DCSR99999903;OC0055652;CS0001059;Ativo;01/07/2026;VIESAD;1;405688,39;20 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
158126;OUROS;090006275;EXC CARD ADM PROCE. CARTOES SA;25/11/2025;DCSR00150101;OC0055898;CS0000928;Ativo;30/12/2026;COADM;2254,24;2254,24;20 DIAS;RECURSOS HUMANOS;BENEFICIO ;ADMINISTRATIVO;C
157175;VIES;090006275;EXC CARD ADM PROCE. CARTOES SA;25/11/2025;DCSR00150101;OC0055919;CS0000950;Ativo;31/12/2026;VIESAD;343,2;343,2;20 DIAS;RECURSOS HUMANOS;BENEFICIO ;ADMINISTRATIVO;C
64573034;VIES;070075630;AMIL ASSIS. MEDICA INTER. S.A.;25/11/2025;DCSR00042202;OC0055644;CS0001104;Ativo;15/07/2027;VIESAD;1;112816,02;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;
13391;OUROS;070091634;BRADESCO SAUDE S/A;25/11/2025;DCSR99999903;OC0055653;CS0001061;Ativo;01/07/2026;COADM;1;14414,11;20 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
158125;VIES;090006275;EXC CARD ADM PROCE. CARTOES SA;25/11/2025;DCSR00150101;OC0055899;CS0000950;Ativo;31/12/2026;VIESAD;2560,97;2560,97;20 DIAS;RECURSOS HUMANOS;BENEFICIO ;ADMINISTRATIVO;C
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN210111901;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;56;266;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
158120;SRS;090006275;EXC CARD ADM PROCE. CARTOES SA;25/11/2025;DCSR00150101;OC0055900;CS0000936;Ativo;30/12/2026;SRSADM;13158,04;13158,04;20 DIAS;RECURSOS HUMANOS;BENEFICIO ;ADMINISTRATIVO;C
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN000004060;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;197;1678,44;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
6023;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;25/11/2025;DCN280440000;OC0055918;CS0001070;Ativo;22/08/2026;SRSFAB;2;280;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN220110002;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;36;127,8;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN220210004;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;404;1022,12;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN190520903;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;2877;11392,92;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
331;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;25/11/2025;DCN210690901;OC0055755;CS0000964;Ativo;05/08/2026;SRSADM;4496;54896,16;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
96;SRS;070091489;VG Assessoria em Qualidade;25/11/2025;DCSR00140201;OC0055665;CS0001109;Ativo;15/07/2026;SRSFAB;1;2150;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
10718;SRS;070091889;FRAGA MARKETING E SERVICOS LTDA;25/11/2025;DCSR00010200;OC0055834;CS0001087;Ativo;26/12/2025;DDAADM;1682;1682,08;30 DIAS;DIGITAL SALES;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
594715;SRS;070000748;ALSCO TOALHEIRO BRASIL LTDA;25/11/2025;DCSR99999901;OC0055598;CS0000864;Ativo;20/02/2026;SRSFAB;5391,91;5391,91;30 DIAS;MANUFATURA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
6023;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;25/11/2025;DCN280421000;OC0055918;CS0001070;Ativo;22/08/2026;SRSFAB;2;680;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
14232;OUROS;070091635;ODONTOPREV S.A.;24/11/2025;DCSR00042202;OC0055649;CS0001066;Ativo;31/07/2025;COADM;994,5;994,5;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
14216;VIES;070091635;ODONTOPREV S.A.;24/11/2025;DCSR00042202;OC0055645;CS0001065;Ativo;31/07/2025;VIESAD;1;3987,73;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
1076839;VIES;090002225;TELEFONICA BRASIL S.A;24/11/2025;DCN999999996;OC0055716;CS0000937;Ativo;27/03/2027;VIESAD;189;188,94;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
1566431;VIES;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;24/11/2025;DCSR00100206;OC0055819;CS0001116;Ativo;16/10/2027;VIESAD;1;2250;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
2303;OUROS;070091805;SERVIG SERVICOS LTDA;24/11/2025;DCSR00170526;OC0054703;CS0001085;Ativo;25/11/2026;COFAB;28600,99;28600,99;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL CO;A
14224;SRS;070091635;ODONTOPREV S.A.;24/11/2025;DCSR00042202;OC0055646;CS0001063;Ativo;01/07/2025;SRSADM;1;4929,2;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
1566424;SRS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;24/11/2025;DCSR00100206;OC0055816;CS0001120;Ativo;29/10/2026;SRSADM;1;4100;30 DIAS;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
1566437;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;24/11/2025;DCSR00100206;OC0055817;CS0001119;Ativo;17/10/2027;COADM;2050;2050;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
8848;SRS;070076106;ANDRADE E L. TELECOMUNIC. LTDA;20/11/2025;DCSR99999905;OC0055427;CS0000983;Ativo;31/03/2050;SRSADM;1633,45;1633,45;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
7198;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;20/11/2025;DCN220110000;OC0055611;CS0000696;Ativo;30/06/2026;333ADM;1;57,93;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
21553;OUROS;070000629;EXCEL SERV. EM METROLOGIA LTDA;20/11/2025;DCSR00170901;OC0055713;CS0000719;Ativo;31/03/2050;COFAB;2919,43;2919,43;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
7192;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;20/11/2025;DCSR99999908;OC0055812;CS0000696;Ativo;30/06/2026;333ADM;1;6346,79;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
1264;VIES;070002594;CTI COMUNIC.DADOS E TECN LTDA;20/11/2025;DCSR99999905;OC0055314;CS0000931;Ativo;27/02/2026;VIESAD;800;800;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
284312;VIES;070076156;LEVEL 3 COMUNI.DO BRASIL LTDA;20/11/2025;DCSR00010303;OC0055585;CS0000916;Ativo;31/03/2050;VIESAD;312,67;312,67;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
2874;VIES;070001461;RS SERVICOS E PROJETOS DE ENGENHARI;20/11/2025;DCSR00070109;OC0055657;CS0001091;Ativo;30/08/2026;VIESFB;1;18000;30 DIAS;ENGENHARIA PRODUTO;TERCEIROS ;ENGENHARIA  PRODUTO;C
2362;VIES;090002929;PASSARELLA ADVOG. ASSOCIADOS;20/11/2025;DCSR00171405;OC0055565;CS0000932;Ativo;31/03/2050;VIESCM;1;3350;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;C
97;OUROS;070091366;TURBONET;20/11/2025;DCSR99999905;OC0055596;CS0001053;Ativo;31/03/2027;COADM;1;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
96;SRS;070091366;TURBONET;20/11/2025;DCSR99999905;OC0055595;CS0001052;Ativo;31/03/2027;SRSADM;1;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
7175;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;20/11/2025;DCSR99999908;OC0055812;CS0000696;Ativo;30/06/2026;333ADM;1;3549,08;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
1542063;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;19/11/2025;DCSR00100206;OC0055454;CS0001119;Ativo;17/10/2027;COADM;48386;48386;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
1542392;VIES;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;19/11/2025;DCSR00100206;OC0055451;CS0001116;Ativo;16/10/2027;VIESAD;1;97574;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
42539;OUROS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;19/11/2025;DCSR00070901;OC0055386;CS0000871;Ativo;31/03/2050;COFAB;2150;2150;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
3540;SRS;070091514;GRC SOLUTIONS CONSULTORIA;19/11/2025;DCSR00170105;OC0055708;CS0001057;Ativo;31/12/2026;SRSADM;500;500;20 DIAS;SUPPLY;OUTROS;SUPPLY;B
1542390;SRS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;19/11/2025;DCSR00100206;OC0055453;CS0001120;Ativo;29/10/2026;SRSADM;1;153557;30 DIAS;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
95;SRS;070091489;VG Assessoria em Qualidade;19/11/2025;DCSR00140201;OC0055251;CS0001109;Ativo;15/07/2026;SRSFAB;1;2150;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
20251873;SRS;070091017;VERZANI & SANDRINI S.A.;19/11/2025;DCSR00170526;OC0055594;CS0001050;Ativo;31/07/2027;SRSADM;27301,11;27301,11;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
2025381;SRS;070091018;VERZANI & SANDRINI SEG. PATRIMONIAL;19/11/2025;DCSR00110201;OC0055592;CS0001051;Ativo;23/02/2027;SRSADM;64252,04;64252,04;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
724001761;OUROS;070000621;CIA DE SANEAMENTO MG COPASA MG;19/11/2025;DCN220110000;OC0055341;CS0000891;Ativo;31/03/2050;COFAB;7100;7100,34;30 DIAS;MANUFATURA CO;ÁGUA E ESGOTO;INDUSTRIAL CO;B
10755;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;19/11/2025;DCSR99999918;OC0055350;CS0001049;Ativo;30/07/2026;VIESFB;1;3090,55;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
10752;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;19/11/2025;DCSR99999918;OC0055350;CS0001049;Ativo;30/07/2026;VIESFB;1;5250;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
20251872;OUROS;070091017;VERZANI & SANDRINI S.A.;19/11/2025;DCSR00170526;OC0055593;CS0001038;Ativo;31/07/2027;COADM;23437,4;23437,4;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
42540;OUROS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;19/11/2025;DCSR00070901;OC0055385;CS0000871;Ativo;31/03/2050;COFAB;3321,94;3321,94;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
2025216;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;18/11/2025;DCSR00141307;OC0055149;CS0000890;Ativo;15/10/2026;COFAB;2898,55;2898,55;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
345;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;18/11/2025;MG1020035006;OC0055118;CS0000877;Ativo;22/02/2026;COFAB;21323,04;21323,04;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
795;SRS;070091668;FRAGA SISTEMAS DE GESTAO LTDA;18/11/2025;DCSR00010710;OC0054888;CS0001068;Concluído;11/09/2026;VIESFB;1;2480;28 DIAS;QSMA;SISTEMA CSR SYSTEM MONTADORAS;INDUSTRIAL SRS;C
